Txn No.,Txn Date,Description,Branch Name,Cheque No.,Dr Amount,Cr Amount,Balance,KIMS Remarks
S63711676,04-12-2024,"IMPS-
IN/433918060161/903
4929090/AMBIKAST",-,,,"1,57,000.00","3,03,74,441.7
8 Dr.",
S63719625,04-12-2024,"NRTGS/ICICR420241
20400555396/EMMA
R STEEL
CORPORATI",-,,,"3,40,941.00","3,00,33,500.7
8 Dr.",
S64243554,04-12-2024,"IMPS-
IN/433918257097/701
5869792/PROJECT",-,,,"2,00,000.00","2,98,33,500.7
8 Dr.",
S64288054,04-12-2024,"NRTGS/ICICR420241
20400556324/METR
OO PIPES AND
TUBE",-,,,"20,40,163.00","2,77,93,337.7
8 Dr.",
S65153918,04-12-2024,"NRTGS/YESBR1202
4120400024440/JIND
AL INDUSTRIES PR",-,,,"75,00,000.00","2,02,93,337.7
8 Dr.",
S66532229,04-12-2024,"NEFT_IN:N33924343
4136785/0037/ R K
INDUSTRIES",-,,,"6,00,000.00","1,96,93,337.7
8 Dr.",
S67088833,04-12-2024,"NEFT_IN:N33924343
4206727/0038/
SIGMA STEELS",-,,,"1,50,000.00","1,95,43,337.7
8 Dr.",
S67992789,04-12-2024,"NRTGS/UTIBR62024
120487028622/DURG
A ENTERPRISES  .",-,,,"15,00,000.00","1,80,43,337.7
8 Dr.",
S68054708,04-12-2024,"NEFT_IN:N33924343
4284227/0038/ H S D
AND SONS",-,,,"1,74,000.00","1,78,69,337.7
8 Dr.",
S71165063,04-12-2024,"NEFT_IN:HSBCN339
03416609/0040/
MOGLI LABS (INDIA)
PRIVATE LIMITED",-,,,"36,07,283.00","1,42,62,054.7
8 Dr.",
S72523486,04-12-2024,"From:XXXX3561:GU
PTA HARDWARE
STORE PVT. LT",-,,,"92,000.00","1,41,70,054.7
8 Dr.",
S73452685,04-12-2024,"NRTGS/SBINR12024
120467482706/AMRI
TNATH STEEL",-,,,"15,00,000.00","1,26,70,054.7
8 Dr.",
S75889823,04-12-2024,"NRTGS/PUNBR5202
4120415687874/5183
429003/JINDAL IND",-,,"2,00,00,000.0
0",,"3,26,70,054.7
8 Dr.",
S75905655,04-12-2024,"NRTGS/PUNBR5202
4120415687879/5183
429045/JINDAL IND",-,,"1,00,00,000.0
0",,"4,26,70,054.7
8 Dr.",
S81484490,05-12-2024,"NRTGS/SCBLR12024
120500800694/BHAR
AT TUBES
CORPORAT",-,,,"26,76,496.00","3,99,93,558.7
8 Dr.",
S86137965,05-12-2024,"NRTGS/PUNBR5202
4120515689722/5183
479001/STEEL AUTH",-,,"2,00,00,000.0
0",,"5,99,93,558.7
8 Dr.",
S86155665,05-12-2024,"NRTGS/PUNBR5202
4120515689728/5183
478949/STEEL AUTH",-,,"2,00,00,000.0
0",,"7,99,93,558.7
8 Dr.",
S86179822,05-12-2024,"NRTGS/PUNBR5202
4120515689733/5183
478786/STEEL AUTH",-,,"2,00,00,000.0
0",,"9,99,93,558.7
8 Dr.",
S86325484,05-12-2024,"NRTGS/PUNBR5202
4120515689774/5183
478766/STEEL AUTH",-,,"2,00,00,000.0
0",,"11,99,93,558.
78 Dr.",
S86339001,05-12-2024,"NRTGS/PUNBR5202
4120515689781/5183
478753/STEEL AUTH",-,,"2,00,00,000.0
0",,"13,99,93,558.
78 Dr.",
S86361027,05-12-2024,"NRTGS/PUNBR5202
4120515689785/5183
478733/STEEL AUTH",-,,"2,00,00,000.0
0",,"15,99,93,558.
78 Dr.",
S86371325,05-12-2024,"NRTGS/PUNBR5202
4120515689788/5183
478692/STEEL AUTH",-,,"2,00,00,000.0
0",,"17,99,93,558.
78 Dr.",
S86400617,05-12-2024,"NRTGS/PUNBR5202
4120515689792/5183
478676/STEEL AUTH",-,,"2,00,00,000.0
0",,"19,99,93,558.
78 Dr.",
S87289036,05-12-2024,"IMPS-
IN/434010464539/921
5500522/DURGA IN",-,,,"1,40,000.00","19,98,53,558.
78 Dr.",
S92066128,05-12-2024,"NRTGS/UCBAR5202
4120500630236/AVD
HESH MISHRA AND
CO",-,,,"17,72,687.00","19,80,80,871.
78 Dr.",
S92642595,05-12-2024,"NRTGS/HDFCR5202
4120567854469/BOM
BAY HARDWARE
PRIVA",-,,,"3,64,078.00","19,77,16,793.
78 Dr.",
S93295312,05-12-2024,"NRTGS/HDFCR5202
4120567894097/BOM
BAY HARDWARE
PRIVA",-,,,"16,21,561.00","19,60,95,232.
78 Dr.",
S94167804,05-12-2024,"NRTGS/HDFCR5202
4120567856623/DEL
HI TUBES AND
PIPES",-,,,"19,09,716.00","19,41,85,516.
78 Dr.",
S94791424,05-12-2024,"NRTGS/ICICR420241
20500515193/SARAS
WATI STEEL TUBES",-,,,"15,82,552.00","19,26,02,964.
78 Dr.",
S95106463,05-12-2024,"NRTGS/HDFCR5202
4120567846881/JAY
ANT INFRA CO",-,,,"14,47,163.00","19,11,55,801.
78 Dr.",
S95147292,05-12-2024,"NEFT_IN:N34024343
5208207/0025/ BANT
RAM AMRIT LAL
AND SONS",-,,,"6,50,269.00","19,05,05,532.
78 Dr.",
S95304244,05-12-2024,"NEFT_IN:KKBKH243
40617105/0025/
DEVINE
ENTERPRISES",-,,,"4,72,435.00","19,00,33,097.
78 Dr.",
S95968137,05-12-2024,"NRTGS/KKBKR1202
4120500625959/GAZ
TECH
ENGINEERING P",-,,,"5,00,000.00","18,95,33,097.
78 Dr.",
S96447399,05-12-2024,"NEFT_IN:IDIBH24340
360323/0026/ Radhe
Shyam Yadav",-,,,"7,54,279.00","18,87,78,818.
78 Dr.",
S97881975,05-12-2024,"NRTGS/AUBLR62024
120594774700/BANS
AL ALLIED
ENTERPR",-,,,"7,50,000.00","18,80,28,818.
78 Dr.",
M656427,05-12-2024,"MS PRABH DAYAL
OM PARKASH
-351300","JALLANDHAR,OLD
RAILWAY ROAD",,,"6,02,988.00","18,74,25,830.
78 Dr.",
S98941300,05-12-2024,"NRTGS/HDFCR5202
4120567951387/SHRI
GURUDEV STEEL
TR",-,,,"5,00,000.00","18,69,25,830.
78 Dr.",
S99221883,05-12-2024,"NRTGS/PSIBR22024
120500598730/AJAY
PIPE COMPANY",-,,,"16,00,000.00","18,53,25,830.
78 Dr.",
S99983412,05-12-2024,"BY INST 3580 :
CTO411-1 DAY  LAT",-,,,"10,00,000.00","18,43,25,830.
78 Dr.",
S161389,05-12-2024,"NEFT_IN:N34024343
5439849/0028/ 99
MEP VENTURES
PRIVATE LIMITED",-,,,"10,00,000.00","18,33,25,830.
78 Dr.",
S298415,05-12-2024,"NEFT_IN:N34024343
5484683/0028/ 99
MEP VENTURES
PRIVATE LIMITED",-,,,"8,47,481.28","18,24,78,349.
50 Dr.",
S1965213,05-12-2024,"NRTGS/YESBR1202
4120500018444/KRIS
HANA TRADING CO",-,,,"14,00,000.00","18,10,78,349.
50 Dr.",
S2214893,05-12-2024,"NRTGS/SCBLR12024
120500809306/BHAR
AT TUBES
CORPORAT",-,,,"16,30,106.00","17,94,48,243.
50 Dr.",
S2623110,05-12-2024,"NRTGS/DCBLR5202
4120500321048/JIND
AL ENTERPRISES",-,,,"23,68,839.00","17,70,79,404.
50 Dr.",
S3623140,05-12-2024,"NEFT_IN:AXOMB340
00114572/0030/
SHREE RAM
INDUSTRIES",-,,,"3,40,000.00","17,67,39,404.
50 Dr.",
S3754922,05-12-2024,"NRTGS/INDBR32024
120500635315/SHRE
E MARUTINANDAN
TU",-,,,"22,15,673.00","17,45,23,731.
50 Dr.",
S5229870,05-12-2024,"NEFT_IN:JAKAH2434
0005186/0031/
MODERN TUBE
COMPANY",-,,,"10,98,974.00","17,34,24,757.
50 Dr.",
S5431994,05-12-2024,"NRTGS/HDFCR5202
4120567975202/JAIN
PIPE STORE",-,,,"12,50,000.00","17,21,74,757.
50 Dr.",
S5470746,05-12-2024,"NRTGS/KKBKR5202
4120500684595/ADI
PIPE AND FITTINGS",-,,,"9,86,025.00","17,11,88,732.
50 Dr.",
S5721514,05-12-2024,"NEFT_IN:385033431
41DC/0031/
AVINASH FIRE
PROTECT",-,,,"2,36,354.00","17,09,52,378.
50 Dr.",
S5715493,05-12-2024,"NRTGS/ICICR420241
20500536877/SUPER
IOR STEEL INDUST",-,,,"18,52,786.00","16,90,99,592.
50 Dr.",
S5797400,05-12-2024,"NRTGS/HDFCR5202
4120567966149/VINA
YAK PIPES AND TUB",-,,,"18,33,620.00","16,72,65,972.
50 Dr.",
S6719627,05-12-2024,"NEFT_IN:N34024343
5958183/0032/
KIRPAL SINGH",-,,,"75,158.00","16,71,90,814.
50 Dr.",
S6870681,05-12-2024,"NRTGS/HDFCR5202
4120568032338/OM
METALS6622",-,,,"17,68,174.00","16,54,22,640.
50 Dr.",
S7866005,05-12-2024,"NRTGS/HDFCR5202
4120568041206/EXTI
NCTFIREENGINEER
SP",-,,,"14,35,283.00","16,39,87,357.
50 Dr.",
S9785965,05-12-2024,"NRTGS/UTIBR52024
120500363681/VIJAY
SALES CORPORATI",-,,,"19,61,726.00","16,20,25,631.
50 Dr.",
S9787010,05-12-2024,"NRTGS/UTIBR62024
120587182835/VEER
BROTHERS STEEL",-,,,"18,37,046.00","16,01,88,585.
50 Dr.",
S9805375,05-12-2024,"NRTGS/UTIBR62024
120587182871/VEER
BROTHERS STEEL",-,,,"42,96,077.00","15,58,92,508.
50 Dr.",
S9810340,05-12-2024,"NRTGS/UTIBR62024
120587182849/VEER
BROTHERS STEEL",-,,,"6,23,516.00","15,52,68,992.
50 Dr.",
S10107490,05-12-2024,"NRTGS/JAKAR52024
120500007665/JVL
STEEL PRIVATE LIM",-,,,"14,74,440.00","15,37,94,552.
50 Dr.",
S10234447,05-12-2024,"NRTGS/UTIBR52024
120500363811/VIJAY
SALES CORPORATI",-,,,"13,13,111.00","15,24,81,441.
50 Dr.",
S10878829,05-12-2024,"IMPS-
IN/434017134254/981
2063048/LORA ENG",-,,,"1,99,571.00","15,22,81,870.
50 Dr.",
S12295361,05-12-2024,"NRTGS/PUNBR5202
4120515727714/5183
573005/JSW Vijaya",-,,"1,00,00,000.0
0",,"16,22,81,870.
50 Dr.",
S12342909,05-12-2024,"NRTGS/PUNBR5202
4120515727732/5183
572714/JSW DOLVI",-,,"2,00,00,000.0
0",,"18,22,81,870.
50 Dr.",
S13130587,05-12-2024,"NRTGS/YESBR1202
4120500024257/DEL
HI TUBES AND
PIPES",-,,,"20,50,000.00","18,02,31,870.
50 Dr.",
S13474714,05-12-2024,"NRTGS/ICICR420241
20500553915/METR
OO PIPES AND
TUBE",-,,,"23,49,014.00","17,78,82,856.
50 Dr.",
S15724082,05-12-2024,"NRTGS/ICICR420241
20500555231/JINDAL
INDUSTRIES  PV",-,,,"25,56,000.00","17,53,26,856.
50 Dr.",
S16643878,05-12-2024,"NRTGS/HDFCR5202
4120568053915/MAD
RAS STEELS AND
TUB",-,,,"69,69,135.00","16,83,57,721.
50 Dr.",
S18418295,05-12-2024,"NRTGS/HDFCR5202
4120568113692/MAD
HAVPIPESANDTUBE
SPV",-,,,"24,39,916.00","16,59,17,805.
50 Dr.",
S19554597,05-12-2024,"IMPS-
IN/434019936139/701
5869792/PROJECT",-,,,"3,00,000.00","16,56,17,805.
50 Dr.",
S21575931,05-12-2024,"IMPS-
IN/434019014286/701
5869792/PROJECT",-,,,"2,00,000.00","16,54,17,805.
50 Dr.",
S22280900,05-12-2024,"NRTGS/HDFCR5202
4120568059139/NIK
TUBE AND FITTINGS",-,,,"13,00,000.00","16,41,17,805.
50 Dr.",
S22833382,05-12-2024,"NRTGS/HDFCR5202
4120568154276/EVE
REST STEEL TUBES",-,,,"16,00,000.00","16,25,17,805.
50 Dr.",
S23539237,05-12-2024,"NEFT_IN:001767806
441/0040/ R.K.
DISTRIBUTORS",-,,,"35,00,000.00","15,90,17,805.
50 Dr.",
S24987545,05-12-2024,"NRTGS/HDFCR5202
4120568048442/FLUI
DCONENGINEERS",-,,,"23,19,588.00","15,66,98,217.
50 Dr.",
S25664340,05-12-2024,"IMPS-
IN/434020263198/981
2025979/JINDAL I",-,,,"5,00,000.00","15,61,98,217.
50 Dr.",
S25668490,05-12-2024,"IMPS-
IN/434020263208/981
2025979/JINDAL I",-,,,"5,00,000.00","15,56,98,217.
50 Dr.",
S25663635,05-12-2024,"IMPS-
IN/434020263224/981
2025979/JINDAL I",-,,,"5,00,000.00","15,51,98,217.
50 Dr.",
S26033648,05-12-2024,"NRTGS/YESBR1202
4120500026292/JIND
AL INDUSTRIES PR",-,,,"25,00,000.00","15,26,98,217.
50 Dr.",
S28315663,05-12-2024,"NRTGS/SBINR12024
120567769309/AMRI
TNATH STEEL",-,,,"35,00,000.00","14,91,98,217.
50 Dr.",
S32456427,06-12-2024,"NRTGS/YESBR1202
4120600003270/GOE
L RETAIL
PRODUCTS",-,,,"9,29,213.00","14,82,69,004.
50 Dr.",
S33249393,06-12-2024,"NRTGS/HDFCR5202
4120668079252/VINA
YAK PIPES AND TUB",-,,,"16,52,580.00","14,66,16,424.
50 Dr.",
S42145685,06-12-2024,"NRTGS/CNRBR5202
4120694608876/PAN
CHMUKHI
ENTERPRIS",-,,,"14,42,876.00","14,51,73,548.
50 Dr.",
S42549097,06-12-2024,"20020ILA001824:LC
Charges",-,,"3,190.72",,"14,51,76,739.
22 Dr.",
S46603737,06-12-2024,"NRTGS/PUNBR5202
4120615742808/5183
651838/JSW BPSL",-,,"2,00,00,000.0
0",,"16,51,76,739.
22 Dr.",
S46640893,06-12-2024,"NRTGS/PUNBR5202
4120615742859/5183
651782/JSW BPSL",-,,"2,00,00,000.0
0",,"18,51,76,739.
22 Dr.",
S46672288,06-12-2024,"NRTGS/PUNBR5202
4120615742911/5183
651658/JSW BPSL",-,,"2,00,00,000.0
0",,"20,51,76,739.
22 Dr.",
S46716632,06-12-2024,"NEFT_IN:N34124343
7734501/0024/ SHRI
ANAND PIPE
CENTRE",-,,,"2,00,000.00","20,49,76,739.
22 Dr.",
S46723562,06-12-2024,"NRTGS/PUNBR5202
4120615743018/5183
651609/JSW BPSL",-,,"2,00,00,000.0
0",,"22,49,76,739.
22 Dr.",
S46761918,06-12-2024,"NRTGS/PUNBR5202
4120615743070/5183
651464/JSW BPSL",-,,"2,00,00,000.0
0",,"24,49,76,739.
22 Dr.",
S46787977,06-12-2024,"NRTGS/PUNBR5202
4120615743121/5183
651347/JSW BPSL",-,,"2,00,00,000.0
0",,"26,49,76,739.
22 Dr.",
S47072199,06-12-2024,"NRTGS/KKBKR1202
4120600851869/Radh
ika Pipes Pvt Ltd",-,,,"9,23,366.00","26,40,53,373.
22 Dr.",
S47158743,06-12-2024,"IMPS-
IN/434112497782/981
8048829/OMNIGARD",-,,,"5,00,000.00","26,35,53,373.
22 Dr.",
S47227731,06-12-2024,"NRTGS/KKBKR1202
4120600852442/Radh
ika Pipes Pvt Ltd",-,,,"33,69,461.00","26,01,83,912.
22 Dr.",
S47359588,06-12-2024,"IMPS-
IN/434112511580/981
8048829/OMNIGARD",-,,,"2,91,244.00","25,98,92,668.
22 Dr.",
S47403205,06-12-2024,"NRTGS/HDFCR5202
4120668235483/ISHA
TUBES AND
STRUCT",-,,,"15,00,542.00","25,83,92,126.
22 Dr.",
S48004990,06-12-2024,"NRTGS/IDFBR52024
120600403565/BIND
AL PIPES PRIVATE",-,,,"15,00,000.00","25,68,92,126.
22 Dr.",
S48229231,06-12-2024,"NRTGS/SBINR12024
120667861867/M S
AGGARWAL
ENTERPRI",-,,,"10,00,000.00","25,58,92,126.
22 Dr.",
S49837314,06-12-2024,"NRTGS/AUBLR62024
120610538523/ASHO
K MALIK AND
COMPA",-,,,"7,00,000.00","25,51,92,126.
22 Dr.",
S49910565,06-12-2024,"NRTGS/SBINR12024
120667880848/Pipe
Traders",-,,,"4,00,000.00","25,47,92,126.
22 Dr.",
S50094662,06-12-2024,"NEFT_IN:N34124343
7939309/0026/ K
AND S INDUSTRIAL
CORPORATION",-,,,"5,00,000.00","25,42,92,126.
22 Dr.",
S50532345,06-12-2024,"NEFT_IN:N34124343
7908694/0026/ ISHA
TUBES AND
STRUCTURES",-,,,"1,09,727.00","25,41,82,399.
22 Dr.",
S50905055,06-12-2024,"NEFT_IN:KKBKH243
41849163/0025/
Radhika Pipes Pvt Ltd",-,,,"21,49,561.00","25,20,32,838.
22 Dr.",
S51165642,06-12-2024,"BY INST 3581 :
CTO411-1 DAY  LAT",-,,,"5,00,000.00","25,15,32,838.
22 Dr.",
S51796916,06-12-2024,"NEFT_IN:385152873
71DC/0027/ BAKSHI
BROS. AGENCIE",-,,,"10,91,876.00","25,04,40,962.
22 Dr.",
S52028188,06-12-2024,"NEFT_IN:BARBS243
41410586/0027/
AANE BOREWELLS",-,,,"2,00,000.00","25,02,40,962.
22 Dr.",
S52149099,06-12-2024,"NRTGS/AUBLR62024
120612510790/BANS
AL ALLIED
ENTERPR",-,,,"4,30,000.00","24,98,10,962.
22 Dr.",
S52351336,06-12-2024,"NEFT_IN:N34124224
8712002/0028/
ASHOK MALIK AND
COMPANY",-,,,"3,41,417.00","24,94,69,545.
22 Dr.",
S52393241,06-12-2024,"NEFT_IN:BARBS243
41410534/0027/
AANE BOREWELLS",-,,,"2,00,000.00","24,92,69,545.
22 Dr.",
S52570572,06-12-2024,"NEFT_IN:N34124343
8097673/0027/
MANSINGHKA
STORES",-,,,"20,53,819.00","24,72,15,726.
22 Dr.",
S54017209,06-12-2024,"NRTGS/PUNBR5202
4120615754259/5183
676033/JSW BPSL",-,,"56,00,000.00",,"25,28,15,726.
22 Dr.",
S54040409,06-12-2024,"NRTGS/PUNBR5202
4120615754307/5183
675969/JSW BPSL",-,,"2,00,00,000.0
0",,"27,28,15,726.
22 Dr.",
S57599118,06-12-2024,"NRTGS/INDBR32024
120600666163/SHRE
E MARUTINANDAN
TU",-,,,"18,15,122.00","27,10,00,604.
22 Dr.",
S58099686,06-12-2024,"NRTGS/HDFCR5202
4120668324382/MAD
RAS STEELS AND
TUB",-,,,"20,75,865.00","26,89,24,739.
22 Dr.",
S58765079,06-12-2024,"NRTGS/HDFCR5202
4120668403546/JIND
AL PIPE INDUSTRIE",-,,,"17,97,350.00","26,71,27,389.
22 Dr.",
S59066366,06-12-2024,"NRTGS/SCBLR12024
120600812731/BHAR
AT TUBES
CORPORAT",-,,,"21,76,563.00","26,49,50,826.
22 Dr.",
S59761380,06-12-2024,"NRTGS/JAKAR52024
120600022607/JVL
STEEL PRIVATE LIM",-,,,"32,02,601.00","26,17,48,225.
22 Dr.",
M1125358,06-12-2024,"BYTR SATYA
NARAYAN AGG
-333500","NARNAUL,COURT
ROAD",,,"1,20,640.00","26,16,27,585.
22 Dr.",
S60198696,06-12-2024,"NEFT_IN:N34124343
8462798/0031/
PUNJAB PIPE
STORE",-,,,"1,59,769.00","26,14,67,816.
22 Dr.",
S60387447,06-12-2024,"NRTGS/UTIBR72024
120600000051/JINDA
L SAW LIMITED-EX",-,,,"22,79,424.00","25,91,88,392.
22 Dr.",
S60448388,06-12-2024,"NEFT_IN:POD04468
7006/0031/ INDIAN
TUBES",-,,,"16,42,635.00","25,75,45,757.
22 Dr.",
S64414093,06-12-2024,"BILLDESK/ZCPN1U5
07PJMWK/51837229
11/PS Lic 4923 Ren",-,,"89,691.80",,"25,76,35,449.
02 Dr.",
S64514579,06-12-2024,"NEFT_IN:BARBS243
41819344/0034/
TARA CHAND JAIN",-,,,"15,00,000.00","25,61,35,449.
02 Dr.",
S66204823,06-12-2024,"TIN2
ONL/2412060076256
8/5183727847/TDS
192B Nov 24",-,,"9,85,500.00",,"25,71,20,949.
02 Dr.",
S66435436,06-12-2024,"TIN2
ONL/2412060076669
8/5183728566/TDS
194C Nov 24",-,,"10,90,032.00",,"25,82,10,981.
02 Dr.",
S67606868,06-12-2024,"NEFT_IN:001769863
226/0036/ R.K.
DISTRIBUTORS",-,,,"30,00,000.00","25,52,10,981.
02 Dr.",
S69675478,06-12-2024,"NRTGS/SBINR12024
120668002892/AMRI
TNATH STEEL",-,,,"15,00,000.00","25,37,10,981.
02 Dr.",
S69719684,06-12-2024,"NRTGS/HDFCR5202
4120668391270/JIND
AL PIPE INDUSTRIE",-,,,"17,96,606.00","25,19,14,375.
02 Dr.",
S69722444,06-12-2024,"NRTGS/HDFCR5202
4120668397202/OM
METALS6622",-,,,"15,96,241.00","25,03,18,134.
02 Dr.",
S69808078,06-12-2024,"NRTGS/HDFCR5202
4120668379732/MAH
ARASHTRA PIPE
DIST",-,,,"22,14,368.00","24,81,03,766.
02 Dr.",
S69811252,06-12-2024,"NRTGS/UTIBR62024
120687398173/VEER
BROTHERS STEEL",-,,,"30,82,035.00","24,50,21,731.
02 Dr.",
S70041030,06-12-2024,"NEFT_IN:N34124343
9160756/0035/
SUMIT TRADING CO",-,,,"29,000.00","24,49,92,731.
02 Dr.",
S70041399,06-12-2024,"NRTGS/UTIBR62024
120687406142/DURG
A ENTERPRISES  .",-,,,"9,00,000.00","24,40,92,731.
02 Dr.",
S70061246,06-12-2024,"NRTGS/ICICR420241
20600555512/INFRA
CORPORATION",-,,,"12,28,286.00","24,28,64,445.
02 Dr.",
S70390968,06-12-2024,"NRTGS/ICICR420241
20600558288/METR
OO PIPES AND
TUBE",-,,,"11,92,748.00","24,16,71,697.
02 Dr.",
S71016306,06-12-2024,"NRTGS/HDFCR5202
4120668446286/ABHI
SHEK SALES",-,,,"15,00,000.00","24,01,71,697.
02 Dr.",
S73767805,06-12-2024,"NRTGS/HSBCR2202
4120627806625/MAH
ANAGAR GAS
LIMITED",-,,,"25,86,393.00","23,75,85,304.
02 Dr.",
S75182649,06-12-2024,"NRTGS/SBINR12024
120668041906/B K
TRADERS",-,,,"25,00,000.00","23,50,85,304.
02 Dr.",
S89286464,07-12-2024,"TIN2
ONL/2412070002401
6/5183775641/TCS
206CR Nov 2",-,,"3,89,631.00",,"23,54,74,935.
02 Dr.",
S89406869,07-12-2024,"TIN2
ONL/2412070002526
7/5183776087/TDS
194Q Nov 24",-,,"25,17,018.00",,"23,79,91,953.
02 Dr.",
S89516170,07-12-2024,"TIN2
ONL/2412070002630
6/5183776207/TDS
194Q Nov 24",-,,"10,000.00",,"23,80,01,953.
02 Dr.",
S89615625,07-12-2024,"TIN2
ONL/2412070002740
6/5183776654/TCS
206CE Nov 2",-,,"1,20,307.00",,"23,81,22,260.
02 Dr.",
M38455,07-12-2024,"BY HINDUSTAN
DISTRIBUTORS
-302800","DELHI SECTOR 7
ROHINI",,,"10,00,000.00","23,71,22,260.
02 Dr.",
M43720,07-12-2024,"BY HINDUSTAN
DISTRIBUTORS
-302800","DELHI SECTOR 7
ROHINI",,,"10,00,000.00","23,61,22,260.
02 Dr.",
S91460123,07-12-2024,"NEFT_IN:N34224344
0500428/0021/
RELIANCE
INDUSTRIES LTD
416",-,,,"75,380.06","23,60,46,879.
96 Dr.",
S95114776,07-12-2024,"NRTGS/HDFCR5202
4120768526140/DAT
AR UDYOG",-,,,"4,61,000.00","23,55,85,879.
96 Dr.",
S98932516,07-12-2024,"NRTGS/HDFCR5202
4120768611610/KHA
NDELWAL DECOR
WORL",-,,,"20,38,075.00","23,35,47,804.
96 Dr.",
S99105008,07-12-2024,"NRTGS/YESBR1202
4120700015557/DEL
HI TUBES AND
PIPES",-,,,"16,75,000.00","23,18,72,804.
96 Dr.",
S99864256,07-12-2024,"NEFT_IN:0811OP414
5684755/0026/
NANDKISHORE
COMPANY",-,,,"26,14,430.00","22,92,58,374.
96 Dr.",
S352636,07-12-2024,"NRTGS/HDFCR5202
4120768549528/RAM
PARKASH CHOPRA
AN",-,,,"7,16,124.00","22,85,42,250.
96 Dr.",
S1372740,07-12-2024,"NRTGS/IDIBR520241
20742537757/E T
FIRE SERVICE",-,,,"2,00,000.00","22,83,42,250.
96 Dr.",
S2596904,07-12-2024,"BY INST 3582 :
CTO411-1 DAY  LAT",-,,,"5,00,000.00","22,78,42,250.
96 Dr.",
S2596904,07-12-2024,"BY INST 281341 :
CTO411-1 DAY  LAT",-,,,"2,750.00","22,78,39,500.
96 Dr.",
S2734248,07-12-2024,"NRTGS/JAKAR52024
120700034786/JVL
STEEL PRIVATE LIM",-,,,"22,00,110.00","22,56,39,390.
96 Dr.",
S2746083,07-12-2024,"NRTGS/JAKAR52024
120700034784/JVL
STEEL PRIVATE LIM",-,,,"19,24,606.00","22,37,14,784.
96 Dr.",
S2747403,07-12-2024,"NRTGS/JAKAR52024
120700034785/JVL
STEEL PRIVATE LIM",-,,,"12,71,444.00","22,24,43,340.
96 Dr.",
S2748253,07-12-2024,"NRTGS/JAKAR52024
120700034769/JVL
STEEL PRIVATE LIM",-,,,"33,04,756.00","21,91,38,584.
96 Dr.",
S2949495,07-12-2024,"NEFT_IN:N34224344
1192903/0028/
PUNJAB PIPE
STORE",-,,,"9,18,421.00","21,82,20,163.
96 Dr.",
S4154604,07-12-2024,"NRTGS/ICICR520241
20700725201/LOKES
H STEEL TUBES",-,,,"9,65,617.00","21,72,54,546.
96 Dr.",
S4452550,07-12-2024,"NRTGS/INDBR32024
120700689973/SHRE
E MARUTINANDAN
TU",-,,,"25,62,621.00","21,46,91,925.
96 Dr.",
S4727715,07-12-2024,"NRTGS/HDFCR5202
4120768615538/BOM
BAY HARDWARE
PRIVA",-,,,"4,94,046.00","21,41,97,879.
96 Dr.",
S5954623,07-12-2024,"NRTGS/PSIBR22024
120700903082/AJAY
PIPE COMPANY",-,,,"6,00,000.00","21,35,97,879.
96 Dr.",
S6283970,07-12-2024,"IMPS-
IN/434215851731/982
9812652/MEWAR TR",-,,,"1,18,000.00","21,34,79,879.
96 Dr.",
S6525935,07-12-2024,"NRTGS/CNRBR5202
4120794721606/SHIB
DASS AND SONS PV",-,,,"12,54,276.00","21,22,25,603.
96 Dr.",
S8150090,07-12-2024,"NEFT_IN:N34224344
1584392/0031/ K
AND S INDUSTRIAL
CORPORATION",-,,,"1,15,100.00","21,21,10,503.
96 Dr.",
S9130712,07-12-2024,"NRTGS/UTIBR52024
120700359921/VIJAY
SALES CORPORATI",-,,,"25,74,477.00","20,95,36,026.
96 Dr.",
S9156589,07-12-2024,"NRTGS/SCBLR12024
120700808886/BHAR
AT TUBES
CORPORAT",-,,,"18,14,292.00","20,77,21,734.
96 Dr.",
S9173109,07-12-2024,"NEFT_IN:0811OP414
5699112/0032/
NANDKISHORE
COMPANY",-,,,"17,67,062.00","20,59,54,672.
96 Dr.",
S9490425,07-12-2024,"NRTGS/HDFCR5202
4120768657281/A V
ENTERPRISE",-,,,"7,51,636.00","20,52,03,036.
96 Dr.",
S9690551,07-12-2024,"NEFT_IN:N34224215
6489000/0032/
BANSAL ALLIED
ENTERPRISES",-,,,"1,16,512.00","20,50,86,524.
96 Dr.",
S10591571,07-12-2024,"NEFT_IN:N34224344
1570897/0033/ SHRI
VARDHMAN TUBE
COMPANY P LTD",-,,,"35,033.00","20,50,51,491.
96 Dr.",
S10640361,07-12-2024,"NRTGS/FDRLR52024
120700110416/ALLIE
D TUBES PVT LTD",-,,,"25,70,770.00","20,24,80,721.
96 Dr.",
S11077246,07-12-2024,"NRTGS/SBINR12024
120768157967/MR
STEELS",-,,,"18,78,574.00","20,06,02,147.
96 Dr.",
S11681398,07-12-2024,"NRTGS/SCBLR12024
120700809963/GOVI
ND INDUSTRIAL CO",-,,,"21,48,609.00","19,84,53,538.
96 Dr.",
S12140084,07-12-2024,"NRTGS/HDFCR5202
4120768740689/MAD
RAS STEELS AND
TUB",-,,,"1,21,69,427.0
0","18,62,84,111.
96 Dr.",
S13358412,07-12-2024,"NEFT_IN:N34224344
1339532/0033/
MADRAS STEELS
AND TUBES",-,,,"8,37,468.00","18,54,46,643.
96 Dr.",
